Industry,Event,Date,Industry_Return,Market_Return,Expected_Return,Abnormal_Return
Agriculture_and_Food,Donald Trump Reelection,11/07/2024,-0.0094868477792151,-0.0031836603987156,-0.0024400376418467,-0.0070468101373684
Agriculture_and_Food,Donald Trump Reelection,11/08/2024,-0.0143665650848933,-0.0083899776837473,-0.0071620343054683,-0.007204530779425
Agriculture_and_Food,Donald Trump Reelection,11/11/2024,-0.004416961130742,0.0065408420801129,0.0063798374726466,-0.0107967986033886
Agriculture_and_Food,Donald Trump Reelection,11/12/2024,-0.0181898846495119,-0.0122335928021004,-0.0106480949451625,-0.007541789704349398
Agriculture_and_Food,Donald Trump Reelection,11/13/2024,0.0018075011296883,0.0005606917826896,0.0009559940519672,0.0008515070777211
Agriculture_and_Food,Donald Trump Reelection,11/14/2024,0.0117275597654487,0.0050932582368998,0.0050669159383373,0.006660643827111399
Agriculture_and_Food,Donald Trump Reelection,11/15/2024,-0.0254123941150244,-0.0009416316622481,-0.0004065749015369,-0.0250058192134875
Agriculture_and_Food,Donald Trump Reelection,11/18/2024,0.000914913083257,0.0056674074207292,0.0055876545683585,-0.0046727414851015
Agriculture_and_Food,Donald Trump Reelection,11/19/2024,-0.0105118829981718,-0.0012701225673696,-0.0007045077537035,-0.0098073752444683
Agriculture_and_Food,Donald Trump Reelection,11/20/2024,-0.0041570438799076,-0.0017162492090072,-0.0011091332112072,-0.0030479106687003998
Agriculture_and_Food,Donald Trump Reelection,11/21/2024,0.0069573283858999,0.0079404962530842,0.0076492880215011,-0.0006919596356012
Agriculture_and_Food,Donald Trump Reelection,11/22/2024,0.0119760479041917,0.0138416560184246,0.0130014890491927,-0.0010254411450009993
Agriculture_and_Food,Donald Trump Reelection,11/25/2024,0.005461993627674,0.0035826953603794,0.0036968740310515,0.0017651195966224996
Agriculture_and_Food,Donald Trump Reelection,11/26/2024,-0.0031688546853779,-0.0039920143224922,-0.0031731939829081,4.3392975302000356e-06
Agriculture_and_Food,Donald Trump Reelection,11/27/2024,-0.0031789282470481,0.00196161529542,0.0022265958595291,-0.0054055241065772
Agriculture_and_Food,Donald Trump Reelection,11/28/2024,-0.0022779043280182,0.0007734798153513,0.0011489873570767,-0.0034268916850949
Agriculture_and_Food,Donald Trump Reelection,11/29/2024,0.0036529680365295,0.0007365610335627,0.0011155029659253,0.0025374650706041996
Agriculture_and_Food,Donald Trump Reelection,12/02/2024,0.0181983621474066,0.0030891347653454,0.0032492271905974,0.0149491349568092
Agriculture_and_Food,Donald Trump Reelection,12/03/2024,0.0151921358355675,0.0055937155282699,0.005520817906035,0.009671317929532498
Agriculture_and_Food,Donald Trump Reelection,12/04/2024,0.0140845070422535,-0.0028232390882925,-0.0021131447284607,0.0161976517707142
Agriculture_and_Food,Donald Trump Reelection,12/05/2024,-0.0186631944444444,0.0016315874008696,0.0019272689972479,-0.020590463441692297
Agriculture_and_Food,Donald Trump Reelection,12/06/2024,-0.0128261831048208,-0.0048866720172878,-0.0039846256376891,-0.0088415574671317
Agriculture_and_Food,Donald Trump Reelection,11/07/2024,-0.0094868477792151,-0.0031836603987156,-0.0024400376418467,-0.0070468101373684
Agriculture_and_Food,Donald Trump Reelection,11/08/2024,-0.0143665650848933,-0.0083899776837473,-0.0071620343054683,-0.007204530779425
Agriculture_and_Food,Donald Trump Reelection,11/11/2024,-0.004416961130742,0.0065408420801129,0.0063798374726466,-0.0107967986033886
Agriculture_and_Food,Donald Trump Reelection,11/12/2024,-0.0181898846495119,-0.0122335928021004,-0.0106480949451625,-0.007541789704349398
Agriculture_and_Food,Donald Trump Reelection,11/13/2024,0.0018075011296883,0.0005606917826896,0.0009559940519672,0.0008515070777211
Agriculture_and_Food,Donald Trump Reelection,11/14/2024,0.0117275597654487,0.0050932582368998,0.0050669159383373,0.006660643827111399
Agriculture_and_Food,Donald Trump Reelection,11/15/2024,-0.0254123941150244,-0.0009416316622481,-0.0004065749015369,-0.0250058192134875
Agriculture_and_Food,Donald Trump Reelection,11/18/2024,0.000914913083257,0.0056674074207292,0.0055876545683585,-0.0046727414851015
